Instante de tiempo,Total de clientes que ingresaron,Clientes en cola de espera,Clientes siendo atendidos,Clientes ya atendidos,Clientes NO atendidos
0,0,0,0,0,0
1,0,0,0,0,0
2,0,0,0,0,0
3,0,0,0,0,0
4,0,0,0,0,0
5,0,0,0,0,0
6,0,0,0,0,0
7,0,0,0,0,0
8,0,0,0,0,0
9,0,0,0,0,0
10,0,0,0,0,0
11,0,0,0,0,0
12,0,0,0,0,0
13,0,0,0,0,0
14,0,0,0,0,0
15,0,0,0,0,0
16,0,0,0,0,0
17,0,0,0,0,0
18,0,0,0,0,0
19,0,0,0,0,0
20,0,0,0,0,0
21,0,0,0,0,0
22,0,0,0,0,0
23,0,0,0,0,0
24,0,0,0,0,0
25,0,0,0,0,0
26,0,0,0,0,0
27,0,0,0,0,0
28,0,0,0,0,0
29,0,0,0,0,0
30,0,0,0,0,0
31,0,0,0,0,0
32,0,0,0,0,0
33,0,0,0,0,0
34,0,0,0,0,0
35,0,0,0,0,0
36,1,0,1,0,0
37,1,0,1,0,0
38,1,0,1,0,0
39,1,0,1,0,0
40,1,0,1,0,0
41,1,0,1,0,0
42,1,0,1,0,0
43,1,0,1,0,0
44,1,0,1,0,0
45,1,0,1,0,0
46,1,0,1,0,0
47,1,0,1,0,0
48,1,0,1,0,0
49,1,0,1,0,0
50,1,0,1,0,0
51,1,0,1,0,0
52,1,0,1,0,0
53,1,0,1,0,0
54,1,0,1,0,0
55,1,0,1,0,0
56,1,0,1,0,0
57,1,0,1,0,0
58,1,0,1,0,0
59,1,0,1,0,0
60,1,0,1,0,0
61,1,0,1,0,0
62,1,0,1,0,0
63,1,0,1,0,0
64,1,0,1,0,0
65,1,0,1,0,0
66,1,0,1,0,0
67,1,0,1,0,0
68,1,0,1,0,0
69,1,0,1,0,0
70,1,0,1,0,0
71,1,0,1,0,0
72,1,0,1,0,0
73,1,0,1,0,0
74,1,0,1,0,0
75,1,0,1,0,0
76,1,0,1,0,0
77,1,0,1,0,0
78,1,0,1,0,0
79,1,0,1,0,0
80,1,0,1,0,0
81,1,0,1,0,0
82,1,0,1,0,0
83,1,0,1,0,0
84,1,0,1,0,0
85,1,0,1,0,0
86,1,0,1,0,0
87,1,0,1,0,0
88,1,0,1,0,0
89,1,0,1,0,0
90,1,0,1,0,0
91,1,0,1,0,0
92,1,0,1,0,0
93,1,0,1,0,0
94,1,0,1,0,0
95,1,0,1,0,0
96,1,0,1,0,0
97,1,0,1,0,0
98,1,0,1,0,0
99,1,0,1,0,0
100,1,0,1,0,0
101,1,0,1,0,0
102,1,0,1,0,0
103,1,0,1,0,0
104,1,0,1,0,0
105,1,0,1,0,0
106,1,0,1,0,0
107,1,0,1,0,0
108,1,0,1,0,0
109,1,0,1,0,0
110,1,0,1,0,0
111,1,0,1,0,0
112,1,0,1,0,0
113,1,0,1,0,0
114,1,0,1,0,0
115,1,0,1,0,0
116,1,0,1,0,0
117,1,0,1,0,0
118,1,0,1,0,0
119,1,0,1,0,0
120,1,0,1,0,0
121,1,0,1,0,0
122,1,0,1,0,0
123,1,0,1,0,0
124,1,0,1,0,0
125,1,0,1,0,0
126,1,0,1,0,0
127,1,0,1,0,0
128,1,0,1,0,0
129,1,0,1,0,0
130,1,0,1,0,0
131,1,0,1,0,0
132,1,0,1,0,0
133,1,0,1,0,0
134,1,0,1,0,0
135,1,0,1,0,0
136,1,0,1,0,0
137,1,0,1,0,0
138,1,0,1,0,0
139,1,0,1,0,0
140,1,0,1,0,0
141,1,0,1,0,0
142,1,0,1,0,0
143,1,0,1,0,0
144,1,0,1,0,0
145,1,0,1,0,0
146,1,0,1,0,0
147,1,0,1,0,0
148,1,0,1,0,0
149,1,0,1,0,0
150,1,0,1,0,0
151,1,0,1,0,0
152,1,0,1,0,0
153,1,0,1,0,0
154,1,0,1,0,0
155,1,0,1,0,0
156,1,0,1,0,0
157,1,0,1,0,0
158,1,0,1,0,0
159,1,0,1,0,0
160,1,0,1,0,0
161,1,0,1,0,0
162,1,0,1,0,0
163,1,0,1,0,0
164,1,0,1,0,0
165,1,0,1,0,0
166,1,0,1,0,0
167,2,0,2,0,0
168,2,0,2,0,0
169,2,0,2,0,0
170,2,0,2,0,0
171,2,0,2,0,0
172,3,0,3,0,0
173,3,0,3,0,0
174,3,0,3,0,0
175,3,0,3,0,0
176,3,0,3,0,0
177,3,0,3,0,0
178,3,0,3,0,0
179,3,0,3,0,0
180,3,0,3,0,0
181,3,0,3,0,0
182,3,0,3,0,0
183,3,0,3,0,0
184,3,0,3,0,0
185,3,0,3,0,0
186,3,0,3,0,0
187,3,0,3,0,0
188,3,0,3,0,0
189,3,0,3,0,0
190,3,0,3,0,0
191,3,0,3,0,0
192,3,0,3,0,0
193,3,0,3,0,0
194,3,0,3,0,0
195,3,0,3,0,0
196,3,0,3,0,0
197,3,0,3,0,0
198,3,0,3,0,0
199,3,0,3,0,0
200,3,0,3,0,0
201,3,0,3,0,0
202,3,0,3,0,0
203,3,0,3,0,0
204,3,0,3,0,0
205,3,0,3,0,0
206,3,0,3,0,0
207,3,0,3,0,0
208,3,0,3,0,0
209,3,0,3,0,0
210,3,0,3,0,0
211,3,0,3,0,0
212,3,0,3,0,0
213,3,0,3,0,0
214,3,0,3,0,0
215,3,0,3,0,0
216,3,0,3,0,0
217,3,0,3,0,0
218,3,0,3,0,0
219,3,0,3,0,0
220,3,0,3,0,0
221,3,0,3,0,0
222,3,0,3,0,0
223,3,0,3,0,0
224,3,0,3,0,0
225,3,0,3,0,0
226,3,0,3,0,0
227,3,0,3,0,0
228,3,0,3,0,0
229,3,0,3,0,0
230,3,0,3,0,0
231,3,0,3,0,0
232,3,0,3,0,0
233,3,0,3,0,0
234,3,0,3,0,0
235,3,0,3,0,0
236,3,0,3,0,0
237,3,0,3,0,0
238,3,0,3,0,0
239,3,0,3,0,0
240,3,0,3,0,0
241,3,0,3,0,0
242,3,0,3,0,0
243,3,0,3,0,0
244,3,0,3,0,0
245,3,0,3,0,0
246,3,0,3,0,0
247,3,0,3,0,0
248,3,0,3,0,0
249,3,0,3,0,0
250,3,0,3,0,0
251,3,0,3,0,0
252,3,0,3,0,0
253,3,0,3,0,0
254,3,0,3,0,0
255,3,0,3,0,0
256,3,0,3,0,0
257,3,0,3,0,0
258,3,0,3,0,0
259,3,0,3,0,0
260,3,0,3,0,0
261,3,0,3,0,0
262,3,0,3,0,0
263,3,0,3,0,0
264,3,0,3,0,0
265,3,0,3,0,0
266,3,0,3,0,0
267,3,0,3,0,0
268,3,0,3,0,0
269,3,0,3,0,0
270,3,0,3,0,0
271,3,0,3,0,0
272,3,0,3,0,0
273,3,0,3,0,0
274,3,0,3,0,0
275,3,0,3,0,0
276,3,0,3,0,0
277,3,0,3,0,0
278,3,0,3,0,0
279,3,0,3,0,0
280,3,0,3,0,0
281,3,0,3,0,0
282,4,0,4,0,0
283,4,0,4,0,0
284,4,0,4,0,0
285,4,0,4,0,0
286,4,0,4,0,0
287,4,0,4,0,0
288,4,0,4,0,0
289,4,0,4,0,0
290,4,0,4,0,0
291,4,0,4,0,0
292,4,0,4,0,0
293,4,0,4,0,0
294,4,0,4,0,0
295,4,0,4,0,0
296,4,0,4,0,0
297,4,0,4,0,0
298,4,0,4,0,0
299,4,0,4,0,0
300,4,0,4,0,0
301,4,0,4,0,0
302,4,0,4,0,0
303,4,0,4,0,0
304,4,0,4,0,0
305,4,0,4,0,0
306,4,0,4,0,0
307,4,0,4,0,0
308,4,0,4,0,0
309,4,0,4,0,0
310,4,0,4,0,0
311,4,0,4,0,0
312,4,0,4,0,0
313,4,0,4,0,0
314,4,0,4,0,0
315,4,0,4,0,0
316,4,0,4,0,0
317,4,0,4,0,0
318,4,0,4,0,0
319,4,0,4,0,0
320,4,0,4,0,0
321,4,0,4,0,0
322,4,0,4,0,0
323,4,0,4,0,0
324,4,0,4,0,0
325,4,0,4,0,0
326,4,0,4,0,0
327,4,0,4,0,0
328,4,0,4,0,0
329,4,0,4,0,0
330,4,0,4,0,0
331,4,0,4,0,0
332,4,0,4,0,0
333,4,0,4,0,0
334,4,0,4,0,0
335,4,0,4,0,0
336,4,0,4,0,0
337,4,0,4,0,0
338,4,0,4,0,0
339,4,0,4,0,0
340,4,0,4,0,0
341,4,0,4,0,0
342,4,0,4,0,0
343,4,0,4,0,0
344,4,0,4,0,0
345,4,0,4,0,0
346,4,0,4,0,0
347,4,0,4,0,0
348,4,0,4,0,0
349,4,0,4,0,0
350,4,0,4,0,0
351,4,0,4,0,0
352,4,0,4,0,0
353,4,0,4,0,0
354,4,0,4,0,0
355,4,0,4,0,0
356,4,0,4,0,0
357,4,0,4,0,0
358,4,0,4,0,0
359,4,0,4,0,0
360,4,0,4,0,0
361,4,0,4,0,0
362,4,0,4,0,0
363,4,0,4,0,0
364,4,0,4,0,0
365,4,0,4,0,0
366,4,0,4,0,0
367,4,0,4,0,0
368,4,0,4,0,0
369,4,0,4,0,0
370,4,0,4,0,0
371,4,0,4,0,0
372,4,0,4,0,0
373,4,0,4,0,0
374,4,0,4,0,0
375,4,0,4,0,0
376,4,0,4,0,0
377,4,0,4,0,0
378,4,0,4,0,0
379,4,0,4,0,0
380,4,0,4,0,0
381,4,0,4,0,0
382,4,0,4,0,0
383,4,0,4,0,0
384,4,0,4,0,0
385,4,0,4,0,0
386,4,0,4,0,0
387,4,0,4,0,0
388,4,0,4,0,0
389,4,0,4,0,0
390,4,0,4,0,0
391,4,0,4,0,0
392,4,0,4,0,0
393,4,0,4,0,0
394,4,0,4,0,0
395,4,0,4,0,0
396,4,0,4,0,0
397,4,0,4,0,0
398,4,0,4,0,0
399,4,0,4,0,0
400,4,0,4,0,0
401,4,0,4,0,0
402,4,0,4,0,0
403,4,0,4,0,0
404,4,0,4,0,0
405,4,0,4,0,0
406,4,0,4,0,0
407,4,0,4,0,0
408,4,0,4,0,0
409,4,0,4,0,0
410,4,0,4,0,0
411,4,0,4,0,0
412,4,0,4,0,0
413,4,0,4,0,0
414,4,0,4,0,0
415,4,0,4,0,0
416,4,0,4,0,0
417,4,0,4,0,0
418,4,0,4,0,0
419,4,0,4,0,0
420,4,0,4,0,0
421,4,0,4,0,0
422,4,0,4,0,0
423,4,0,4,0,0
424,4,0,4,0,0
425,4,0,4,0,0
426,4,0,4,0,0
427,4,0,4,0,0
428,4,0,4,0,0
429,4,0,4,0,0
430,4,0,4,0,0
431,4,0,4,0,0
432,4,0,4,0,0
433,4,0,4,0,0
434,4,0,4,0,0
435,4,0,4,0,0
436,4,0,4,0,0
437,4,0,4,0,0
438,4,0,4,0,0
439,4,0,4,0,0
440,4,0,4,0,0
441,4,0,4,0,0
442,4,0,4,0,0
443,4,0,4,0,0
444,4,0,4,0,0
445,4,0,4,0,0
446,4,0,4,0,0
447,4,0,4,0,0
448,4,0,4,0,0
449,4,0,4,0,0
450,4,0,4,0,0
451,4,0,4,0,0
452,4,0,4,0,0
453,4,0,4,0,0
454,4,0,4,0,0
455,4,0,4,0,0
456,4,0,4,0,0
457,4,0,4,0,0
458,4,0,4,0,0
459,4,0,4,0,0
460,4,0,4,0,0
461,4,0,4,0,0
462,4,0,4,0,0
463,4,0,4,0,0
464,4,0,4,0,0
465,4,0,4,0,0
466,4,0,4,0,0
467,4,0,4,0,0
468,4,0,4,0,0
469,4,0,4,0,0
470,4,0,4,0,0
471,4,0,4,0,0
472,4,0,4,0,0
473,4,0,4,0,0
474,4,0,4,0,0
475,4,0,4,0,0
476,4,0,4,0,0
477,4,0,4,0,0
478,4,0,4,0,0
479,4,0,4,0,0
480,4,0,4,0,0
481,4,0,4,0,0
482,4,0,4,0,0
483,4,0,4,0,0
484,4,0,4,0,0
485,4,0,4,0,0
486,4,0,4,0,0
487,4,0,4,0,0
488,4,0,4,0,0
489,4,0,4,0,0
490,4,0,4,0,0
491,4,0,4,0,0
492,4,0,4,0,0
493,4,0,4,0,0
494,4,0,4,0,0
495,5,0,5,0,0
496,5,0,5,0,0
497,5,0,5,0,0
498,5,0,5,0,0
499,5,0,5,0,0
500,5,0,5,0,0
501,5,0,5,0,0
502,5,0,5,0,0
503,5,0,5,0,0
504,5,0,5,0,0
505,5,0,5,0,0
506,5,0,5,0,0
507,5,0,5,0,0
508,5,0,5,0,0
509,5,0,5,0,0
510,5,0,5,0,0
511,5,0,5,0,0
512,5,0,5,0,0
513,5,0,5,0,0
514,5,0,5,0,0
515,5,0,5,0,0
516,5,0,5,0,0
517,5,0,5,0,0
518,5,0,5,0,0
519,5,0,5,0,0
520,5,0,5,0,0
521,5,0,5,0,0
522,5,0,5,0,0
523,5,0,5,0,0
524,5,0,5,0,0
525,5,0,5,0,0
526,5,0,5,0,0
527,5,0,5,0,0
528,5,0,5,0,0
529,5,0,5,0,0
530,5,0,5,0,0
531,5,0,5,0,0
532,5,0,5,0,0
533,5,0,5,0,0
534,5,0,5,0,0
535,5,0,5,0,0
536,5,0,5,0,0
537,5,0,5,0,0
538,5,0,5,0,0
539,5,0,5,0,0
540,5,0,5,0,0
541,5,0,5,0,0
542,5,0,5,0,0
543,5,0,5,0,0
544,5,0,5,0,0
545,5,0,5,0,0
546,5,0,5,0,0
547,5,0,5,0,0
548,5,0,5,0,0
549,5,0,5,0,0
550,5,0,5,0,0
551,5,0,5,0,0
552,5,0,5,0,0
553,5,0,5,0,0
554,5,0,5,0,0
555,5,0,5,0,0
556,5,0,5,0,0
557,5,0,5,0,0
558,5,0,5,0,0
559,5,0,5,0,0
560,5,0,5,0,0
561,5,0,5,0,0
562,5,0,5,0,0
563,5,0,5,0,0
564,5,0,5,0,0
565,5,0,5,0,0
566,5,0,5,0,0
567,5,0,5,0,0
568,5,0,5,0,0
569,5,0,5,0,0
570,5,0,5,0,0
571,5,0,5,0,0
572,5,0,5,0,0
573,5,0,5,0,0
574,5,0,5,0,0
575,5,0,5,0,0
576,5,0,5,0,0
577,5,0,5,0,0
578,5,0,5,0,0
579,5,0,5,0,0
580,5,0,5,0,0
581,5,0,5,0,0
582,5,0,5,0,0
583,5,0,5,0,0
584,5,0,5,0,0
585,5,0,5,0,0
586,5,0,5,0,0
587,5,0,5,0,0
588,5,0,5,0,0
589,5,0,5,0,0
590,5,0,5,0,0
591,5,0,5,0,0
592,6,0,6,0,0
593,6,0,6,0,0
594,6,0,6,0,0
595,6,0,6,0,0
596,6,0,6,0,0
597,6,0,6,0,0
598,6,0,6,0,0
599,6,0,6,0,0
600,6,0,6,0,0
601,6,0,6,0,0
602,6,0,6,0,0
603,6,0,6,0,0
604,6,0,6,0,0
605,6,0,6,0,0
606,6,0,6,0,0
607,6,0,6,0,0
608,6,0,6,0,0
609,6,0,6,0,0
610,6,0,6,0,0
611,6,0,6,0,0
612,6,0,6,0,0
613,6,0,6,0,0
614,6,0,6,0,0
615,6,0,6,0,0
616,6,0,6,0,0
617,6,0,6,0,0
618,6,0,6,0,0
619,6,0,6,0,0
620,6,0,6,0,0
621,6,0,6,0,0
622,6,0,6,0,0
623,6,0,6,0,0
624,6,0,6,0,0
625,6,0,6,0,0
626,6,0,6,0,0
627,6,0,6,0,0
628,6,0,6,0,0
629,6,0,6,0,0
630,6,0,6,0,0
631,6,0,6,0,0
632,6,0,6,0,0
633,6,0,6,0,0
634,6,0,6,0,0
635,6,0,6,0,0
636,6,0,6,0,0
637,6,0,6,0,0
638,6,0,6,0,0
639,6,0,6,0,0
640,6,0,6,0,0
641,6,0,6,0,0
642,6,0,6,0,0
643,6,0,6,0,0
644,6,0,6,0,0
645,6,0,6,0,0
646,6,0,6,0,0
647,6,0,6,0,0
648,6,0,6,0,0
649,6,0,6,0,0
650,6,0,6,0,0
651,6,0,6,0,0
652,6,0,6,0,0
653,6,0,6,0,0
654,6,0,6,0,0
655,6,0,6,0,0
656,6,0,6,0,0
657,6,0,6,0,0
658,6,0,6,0,0
659,6,0,6,0,0
660,6,0,6,0,0
661,6,0,6,0,0
662,6,0,6,0,0
663,6,0,6,0,0
664,6,0,6,0,0
665,6,0,6,0,0
666,6,0,6,0,0
667,6,0,6,0,0
668,6,0,6,0,0
669,6,0,6,0,0
670,6,0,6,0,0
671,6,0,6,0,0
672,6,0,6,0,0
673,6,0,6,0,0
674,6,0,6,0,0
675,6,0,6,0,0
676,6,0,6,0,0
677,6,0,6,0,0
678,6,0,6,0,0
679,6,0,6,0,0
680,6,0,6,0,0
681,6,0,6,0,0
682,6,0,6,0,0
683,6,0,6,0,0
684,6,0,6,0,0
685,6,0,6,0,0
686,6,0,6,0,0
687,6,0,6,0,0
688,6,0,6,0,0
689,6,0,6,0,0
690,6,0,6,0,0
691,6,0,6,0,0
692,6,0,6,0,0
693,6,0,6,0,0
694,6,0,6,0,0
695,6,0,6,0,0
696,6,0,6,0,0
697,6,0,6,0,0
698,6,0,6,0,0
699,6,0,6,0,0
700,6,0,6,0,0
701,6,0,6,0,0
702,6,0,6,0,0
703,6,0,6,0,0
704,6,0,6,0,0
705,6,0,6,0,0
706,6,0,6,0,0
707,6,0,6,0,0
708,6,0,6,0,0
709,6,0,6,0,0
710,6,0,6,0,0
711,6,0,6,0,0
712,6,0,6,0,0
713,6,0,6,0,0
714,6,0,6,0,0
715,6,0,6,0,0
716,6,0,6,0,0
717,6,0,6,0,0
718,6,0,6,0,0
719,6,0,6,0,0
720,6,0,6,0,0
721,6,0,6,0,0
722,6,0,6,0,0
723,6,0,6,0,0
724,6,0,6,0,0
725,6,0,6,0,0
726,6,0,5,1,0
727,6,0,5,1,0
728,6,0,5,1,0
729,6,0,5,1,0
730,6,0,5,1,0
731,6,0,5,1,0
732,6,0,5,1,0
733,6,0,5,1,0
734,6,0,5,1,0
735,6,0,5,1,0
736,6,0,5,1,0
737,6,0,5,1,0
738,6,0,5,1,0
739,6,0,5,1,0
740,6,0,5,1,0
741,6,0,5,1,0
742,6,0,5,1,0
743,6,0,5,1,0
744,6,0,5,1,0
745,6,0,5,1,0
746,6,0,5,1,0
747,6,0,5,1,0
748,6,0,5,1,0
749,6,0,5,1,0
750,6,0,5,1,0
751,6,0,4,2,0
752,6,0,4,2,0
753,6,0,4,2,0
754,6,0,4,2,0
755,6,0,4,2,0
756,6,0,4,2,0
757,6,0,4,2,0
758,6,0,4,2,0
759,6,0,4,2,0
760,6,0,4,2,0
761,6,0,4,2,0
762,6,0,4,2,0
763,6,0,4,2,0
764,6,0,4,2,0
765,6,0,4,2,0
766,6,0,4,2,0
767,6,0,4,2,0
768,6,0,4,2,0
769,6,0,4,2,0
770,6,0,4,2,0
771,6,0,4,2,0
772,6,0,4,2,0
773,6,0,4,2,0
774,6,0,4,2,0
775,6,0,4,2,0
776,6,0,4,2,0
777,6,0,4,2,0
778,6,0,4,2,0
779,6,0,4,2,0
780,6,0,4,2,0
781,6,0,4,2,0
782,6,0,4,2,0
783,6,0,4,2,0
784,6,0,4,2,0
785,6,0,4,2,0
786,6,0,4,2,0
787,6,0,4,2,0
788,6,0,4,2,0
789,6,0,4,2,0
790,6,0,4,2,0
791,6,0,4,2,0
792,6,0,4,2,0
793,6,0,4,2,0
794,6,0,4,2,0
795,6,0,4,2,0
796,6,0,4,2,0
797,6,0,4,2,0
798,6,0,4,2,0
799,6,0,4,2,0
800,6,0,4,2,0
801,6,0,4,2,0
802,6,0,4,2,0
803,6,0,4,2,0
804,6,0,4,2,0
805,6,0,4,2,0
806,6,0,4,2,0
807,6,0,4,2,0
808,6,0,4,2,0
809,6,0,4,2,0
810,6,0,4,2,0
811,6,0,4,2,0
812,6,0,4,2,0
813,6,0,4,2,0
814,6,0,4,2,0
815,6,0,4,2,0
816,6,0,4,2,0
817,6,0,4,2,0
818,6,0,4,2,0
819,6,0,4,2,0
820,6,0,4,2,0
821,6,0,4,2,0
822,6,0,4,2,0
823,6,0,4,2,0
824,6,0,4,2,0
825,6,0,4,2,0
826,6,0,4,2,0
827,6,0,4,2,0
828,6,0,4,2,0
829,6,0,4,2,0
830,6,0,4,2,0
831,6,0,4,2,0
832,6,0,4,2,0
833,6,0,4,2,0
834,6,0,4,2,0
835,6,0,4,2,0
836,6,0,4,2,0
837,6,0,4,2,0
838,6,0,4,2,0
839,6,0,4,2,0
840,6,0,4,2,0
841,6,0,4,2,0
842,6,0,4,2,0
843,6,0,4,2,0
844,6,0,4,2,0
845,6,0,4,2,0
846,6,0,4,2,0
847,6,0,4,2,0
848,6,0,4,2,0
849,6,0,4,2,0
850,6,0,4,2,0
851,6,0,4,2,0
852,6,0,4,2,0
853,6,0,4,2,0
854,6,0,4,2,0
855,6,0,4,2,0
856,6,0,4,2,0
857,6,0,4,2,0
858,6,0,4,2,0
859,6,0,4,2,0
860,6,0,4,2,0
861,6,0,4,2,0
862,6,0,4,2,0
863,6,0,4,2,0
864,6,0,4,2,0
865,6,0,4,2,0
866,6,0,4,2,0
867,6,0,4,2,0
868,6,0,4,2,0
869,6,0,4,2,0
870,6,0,4,2,0
871,6,0,4,2,0
872,6,0,4,2,0
873,6,0,4,2,0
874,6,0,4,2,0
875,6,0,4,2,0
876,6,0,4,2,0
877,6,0,4,2,0
878,6,0,4,2,0
879,6,0,4,2,0
880,6,0,4,2,0
881,6,0,4,2,0
882,6,0,4,2,0
883,6,0,4,2,0
884,6,0,4,2,0
885,6,0,4,2,0
886,6,0,4,2,0
887,6,0,4,2,0
888,6,0,4,2,0
889,6,0,4,2,0
890,6,0,4,2,0
891,6,0,4,2,0
892,6,0,4,2,0
893,6,0,4,2,0
894,6,0,4,2,0
895,6,0,4,2,0
896,6,0,4,2,0
897,6,0,4,2,0
898,6,0,4,2,0
899,6,0,4,2,0
900,6,0,4,2,0
901,6,0,4,2,0
902,6,0,4,2,0
903,6,0,4,2,0
904,6,0,4,2,0
905,6,0,4,2,0
906,6,0,4,2,0
907,6,0,4,2,0
908,6,0,4,2,0
909,6,0,4,2,0
910,6,0,4,2,0
911,6,0,4,2,0
912,6,0,3,3,0
913,6,0,3,3,0
914,6,0,3,3,0
915,6,0,3,3,0
916,6,0,3,3,0
917,6,0,3,3,0
918,6,0,3,3,0
919,6,0,3,3,0
920,6,0,3,3,0
921,6,0,3,3,0
922,6,0,3,3,0
923,6,0,3,3,0
924,6,0,3,3,0
925,6,0,3,3,0
926,6,0,3,3,0
927,6,0,3,3,0
928,6,0,3,3,0
929,6,0,3,3,0
930,6,0,3,3,0
931,6,0,3,3,0
932,6,0,3,3,0
933,6,0,3,3,0
934,6,0,3,3,0
935,6,0,3,3,0
936,6,0,3,3,0
937,6,0,3,3,0
938,6,0,3,3,0
939,6,0,3,3,0
940,6,0,3,3,0
941,6,0,3,3,0
942,6,0,3,3,0
943,6,0,3,3,0
944,6,0,3,3,0
945,6,0,3,3,0
946,6,0,3,3,0
947,6,0,3,3,0
948,6,0,3,3,0
949,6,0,3,3,0
950,6,0,3,3,0
951,6,0,3,3,0
952,6,0,3,3,0
953,6,0,3,3,0
954,6,0,3,3,0
955,6,0,3,3,0
956,6,0,3,3,0
957,6,0,3,3,0
958,6,0,3,3,0
959,6,0,3,3,0
960,6,0,3,3,0
961,6,0,3,3,0
962,6,0,3,3,0
963,6,0,3,3,0
964,6,0,3,3,0
965,6,0,3,3,0
966,6,0,3,3,0
967,6,0,3,3,0
968,6,0,3,3,0
969,6,0,3,3,0
970,6,0,3,3,0
971,6,0,3,3,0
972,6,0,3,3,0
973,6,0,3,3,0
974,6,0,3,3,0
975,6,0,3,3,0
976,6,0,3,3,0
977,6,0,3,3,0
978,6,0,3,3,0
979,6,0,3,3,0
980,6,0,3,3,0
981,6,0,3,3,0
982,6,0,3,3,0
983,6,0,3,3,0
984,6,0,3,3,0
985,6,0,3,3,0
986,6,0,3,3,0
987,6,0,3,3,0
988,6,0,3,3,0
989,6,0,3,3,0
990,6,0,3,3,0
991,6,0,3,3,0
992,6,0,3,3,0
993,6,0,3,3,0
994,6,0,3,3,0
995,6,0,3,3,0
996,6,0,3,3,0
997,6,0,3,3,0
998,6,0,3,3,0
999,6,0,3,3,0
1000,6,0,3,3,0
1001,6,0,3,3,0
1002,6,0,3,3,0
1003,6,0,3,3,0
1004,6,0,3,3,0
1005,6,0,3,3,0
1006,6,0,3,3,0
1007,6,0,2,4,0
1008,6,0,2,4,0
1009,6,0,2,4,0
1010,6,0,2,4,0
1011,6,0,2,4,0
1012,6,0,2,4,0
1013,6,0,2,4,0
1014,6,0,2,4,0
1015,6,0,2,4,0
1016,6,0,2,4,0
1017,6,0,2,4,0
1018,6,0,2,4,0
1019,6,0,2,4,0
1020,6,0,2,4,0
1021,6,0,2,4,0
1022,6,0,2,4,0
1023,6,0,2,4,0
1024,6,0,2,4,0
1025,6,0,2,4,0
1026,6,0,2,4,0
1027,6,0,2,4,0
1028,6,0,2,4,0
1029,6,0,2,4,0
1030,6,0,2,4,0
1031,6,0,2,4,0
1032,6,0,2,4,0
1033,6,0,2,4,0
1034,6,0,2,4,0
1035,6,0,2,4,0
1036,6,0,2,4,0
1037,6,0,2,4,0
1038,6,0,2,4,0
1039,6,0,2,4,0
1040,6,0,2,4,0
1041,6,0,2,4,0
1042,6,0,2,4,0
1043,6,0,2,4,0
1044,6,0,2,4,0
1045,6,0,2,4,0
1046,6,0,2,4,0
1047,6,0,2,4,0
1048,6,0,2,4,0
1049,6,0,2,4,0
1050,6,0,2,4,0
1051,6,0,2,4,0
1052,6,0,2,4,0
1053,6,0,2,4,0
1054,6,0,2,4,0
1055,6,0,2,4,0
1056,6,0,2,4,0
1057,6,0,2,4,0
1058,6,0,2,4,0
1059,6,0,2,4,0
1060,6,0,2,4,0
1061,6,0,2,4,0
1062,6,0,2,4,0
1063,6,0,2,4,0
1064,6,0,2,4,0
1065,6,0,2,4,0
1066,6,0,2,4,0
1067,6,0,2,4,0
1068,6,0,2,4,0
1069,6,0,2,4,0
1070,6,0,2,4,0
1071,6,0,2,4,0
1072,6,0,2,4,0
1073,6,0,2,4,0
1074,6,0,2,4,0
1075,6,0,2,4,0
1076,6,0,2,4,0
1077,6,0,2,4,0
1078,6,0,2,4,0
1079,6,0,2,4,0
1080,6,0,2,4,0
1081,6,0,2,4,0
1082,6,0,2,4,0
1083,6,0,2,4,0
1084,6,0,2,4,0
1085,6,0,2,4,0
1086,6,0,2,4,0
1087,6,0,2,4,0
1088,6,0,2,4,0
1089,6,0,2,4,0
1090,6,0,2,4,0
1091,6,0,2,4,0
1092,6,0,2,4,0
1093,6,0,2,4,0
1094,6,0,2,4,0
1095,6,0,2,4,0
1096,6,0,2,4,0
1097,6,0,2,4,0
1098,6,0,2,4,0
1099,6,0,2,4,0
1100,6,0,2,4,0
1101,6,0,2,4,0
1102,6,0,2,4,0
1103,6,0,2,4,0
1104,6,0,2,4,0
1105,6,0,2,4,0
1106,6,0,2,4,0
1107,6,0,2,4,0
1108,6,0,2,4,0
1109,6,0,2,4,0
1110,6,0,2,4,0
1111,6,0,2,4,0
1112,6,0,2,4,0
1113,6,0,2,4,0
1114,6,0,2,4,0
1115,6,0,2,4,0
1116,6,0,2,4,0
1117,6,0,2,4,0
1118,6,0,2,4,0
1119,6,0,2,4,0
1120,6,0,2,4,0
1121,6,0,2,4,0
1122,6,0,2,4,0
1123,6,0,2,4,0
1124,6,0,2,4,0
1125,6,0,2,4,0
1126,6,0,2,4,0
1127,6,0,2,4,0
1128,6,0,2,4,0
1129,6,0,2,4,0
1130,6,0,2,4,0
1131,6,0,2,4,0
1132,6,0,2,4,0
1133,6,0,2,4,0
1134,6,0,2,4,0
1135,6,0,2,4,0
1136,6,0,2,4,0
1137,6,0,2,4,0
1138,6,0,2,4,0
1139,6,0,2,4,0
1140,6,0,2,4,0
1141,6,0,2,4,0
1142,6,0,2,4,0
1143,6,0,2,4,0
1144,6,0,2,4,0
1145,6,0,2,4,0
1146,6,0,2,4,0
1147,6,0,1,5,0
