Instante de tiempo,Total de clientes que ingresaron,Clientes en cola de espera,Clientes siendo atendidos,Clientes ya atendidos,Clientes NO atendidos
2889,16,0,6,10,0
2890,16,0,6,10,0
2891,16,0,6,10,0
2892,16,0,6,10,0
2893,16,0,6,10,0
2894,16,0,6,10,0
2895,16,0,6,10,0
2896,16,0,6,10,0
2897,16,0,6,10,0
2898,16,0,6,10,0
2899,16,0,6,10,0
2900,16,0,6,10,0
2901,16,0,6,10,0
2902,16,0,6,10,0
2903,16,0,6,10,0
2904,16,0,6,10,0
2905,16,0,6,10,0
2906,16,0,6,10,0
2907,16,0,6,10,0
2908,16,0,6,10,0
2909,16,0,6,10,0
2910,16,0,6,10,0
2911,16,0,6,10,0
2912,16,0,6,10,0
2913,16,0,6,10,0
2914,16,0,6,10,0
2915,16,0,6,10,0
2916,16,0,6,10,0
2917,16,0,6,10,0
2918,16,0,6,10,0
2919,16,0,6,10,0
2920,16,0,6,10,0
2921,16,0,6,10,0
2922,16,0,6,10,0
2923,16,0,6,10,0
2924,16,0,6,10,0
2925,16,0,6,10,0
2926,16,0,6,10,0
2927,16,0,6,10,0
2928,16,0,6,10,0
2929,16,0,6,10,0
2930,16,0,6,10,0
2931,16,0,6,10,0
2932,16,0,6,10,0
2933,16,0,6,10,0
2934,16,0,6,10,0
2935,16,0,6,10,0
2936,16,0,6,10,0
2937,16,0,6,10,0
2938,16,0,6,10,0
2939,16,0,6,10,0
2940,16,0,6,10,0
2941,16,0,6,10,0
2942,16,0,6,10,0
2943,16,0,6,10,0
2944,16,0,6,10,0
2945,16,0,6,10,0
2946,16,0,6,10,0
2947,16,0,6,10,0
2948,16,0,6,10,0
2949,16,0,6,10,0
2950,16,0,6,10,0
2951,16,0,6,10,0
2952,16,0,6,10,0
2953,16,0,6,10,0
2954,16,0,6,10,0
2955,16,0,6,10,0
2956,16,0,6,10,0
2957,16,0,6,10,0
2958,16,0,6,10,0
2959,16,0,6,10,0
2960,16,0,6,10,0
2961,16,0,6,10,0
2962,16,0,6,10,0
2963,16,0,6,10,0
2964,16,0,5,11,0
2965,16,0,5,11,0
2966,16,0,5,11,0
2967,16,0,5,11,0
2968,16,0,4,12,0
2969,16,0,4,12,0
2970,16,0,4,12,0
2971,16,0,4,12,0
2972,16,0,4,12,0
2973,16,0,4,12,0
2974,16,0,4,12,0
2975,16,0,4,12,0
2976,16,0,4,12,0
2977,16,0,4,12,0
2978,16,0,4,12,0
2979,16,0,4,12,0
2980,16,0,4,12,0
2981,16,0,4,12,0
2982,16,0,4,12,0
2983,16,0,4,12,0
2984,16,0,4,12,0
2985,16,0,4,12,0
2986,16,0,4,12,0
2987,16,0,4,12,0
2988,16,0,4,12,0
2989,16,0,4,12,0
2990,16,0,4,12,0
2991,16,0,4,12,0
2992,16,0,4,12,0
2993,16,0,4,12,0
2994,16,0,4,12,0
2995,16,0,4,12,0
2996,16,0,4,12,0
2997,16,0,4,12,0
2998,16,0,4,12,0
2999,16,0,4,12,0
3000,16,0,4,12,0
3001,16,0,4,12,0
3002,16,0,4,12,0
3003,16,0,4,12,0
3004,16,0,4,12,0
3005,16,0,3,13,0
3006,16,0,3,13,0
3007,16,0,3,13,0
3008,16,0,3,13,0
3009,16,0,3,13,0
3010,16,0,3,13,0
3011,16,0,3,13,0
3012,16,0,3,13,0
3013,16,0,3,13,0
3014,16,0,3,13,0
3015,16,0,3,13,0
3016,16,0,3,13,0
3017,16,0,3,13,0
3018,16,0,3,13,0
3019,16,0,3,13,0
3020,16,0,3,13,0
3021,16,0,3,13,0
3022,16,0,3,13,0
3023,16,0,3,13,0
3024,16,0,3,13,0
3025,16,0,3,13,0
3026,16,0,3,13,0
3027,16,0,3,13,0
3028,16,0,3,13,0
3029,16,0,3,13,0
3030,17,0,4,13,0
3031,17,0,4,13,0
3032,17,0,4,13,0
3033,17,0,4,13,0
3034,17,0,4,13,0
3035,17,0,4,13,0
3036,17,0,4,13,0
3037,17,0,4,13,0
3038,17,0,4,13,0
3039,17,0,4,13,0
3040,17,0,4,13,0
3041,17,0,4,13,0
3042,17,0,4,13,0
3043,17,0,4,13,0
3044,17,0,4,13,0
3045,17,0,4,13,0
3046,17,0,4,13,0
3047,17,0,4,13,0
3048,17,0,4,13,0
3049,17,0,4,13,0
3050,17,0,4,13,0
3051,17,0,4,13,0
3052,17,0,4,13,0
3053,17,0,4,13,0
3054,17,0,4,13,0
3055,17,0,4,13,0
3056,17,0,4,13,0
3057,17,0,4,13,0
3058,17,0,4,13,0
3059,17,0,4,13,0
3060,17,0,4,13,0
3061,17,0,4,13,0
3062,17,0,4,13,0
3063,17,0,4,13,0
3064,17,0,4,13,0
3065,17,0,4,13,0
3066,17,0,4,13,0
3067,17,0,4,13,0
3068,17,0,4,13,0
3069,17,0,4,13,0
3070,17,0,4,13,0
3071,17,0,4,13,0
3072,17,0,4,13,0
3073,17,0,4,13,0
3074,17,0,4,13,0
3075,17,0,4,13,0
3076,17,0,4,13,0
3077,17,0,4,13,0
3078,17,0,4,13,0
3079,17,0,4,13,0
3080,17,0,4,13,0
3081,17,0,4,13,0
3082,17,0,4,13,0
3083,17,0,4,13,0
3084,17,0,4,13,0
3085,17,0,4,13,0
3086,17,0,4,13,0
3087,17,0,4,13,0
3088,17,0,4,13,0
3089,17,0,4,13,0
3090,17,0,4,13,0
3091,17,0,4,13,0
3092,17,0,4,13,0
3093,17,0,4,13,0
3094,17,0,4,13,0
3095,17,0,4,13,0
3096,17,0,4,13,0
3097,17,0,4,13,0
3098,17,0,4,13,0
3099,17,0,3,14,0
3100,17,0,3,14,0
3101,17,0,3,14,0
3102,17,0,3,14,0
3103,17,0,3,14,0
3104,17,0,3,14,0
3105,17,0,3,14,0
3106,17,0,3,14,0
3107,17,0,3,14,0
3108,17,0,3,14,0
3109,17,0,3,14,0
3110,17,0,3,14,0
3111,17,0,3,14,0
3112,17,0,3,14,0
3113,17,0,3,14,0
3114,17,0,3,14,0
3115,17,0,3,14,0
3116,17,0,3,14,0
3117,17,0,3,14,0
3118,17,0,3,14,0
3119,17,0,3,14,0
3120,17,0,3,14,0
3121,17,0,3,14,0
3122,17,0,3,14,0
3123,17,0,3,14,0
3124,17,0,3,14,0
3125,17,0,3,14,0
3126,17,0,3,14,0
3127,17,0,3,14,0
3128,17,0,3,14,0
3129,17,0,3,14,0
3130,17,0,3,14,0
3131,17,0,3,14,0
3132,17,0,3,14,0
3133,17,0,3,14,0
3134,17,0,3,14,0
3135,17,0,3,14,0
3136,17,0,3,14,0
3137,17,0,3,14,0
3138,17,0,3,14,0
3139,17,0,3,14,0
3140,17,0,3,14,0
3141,17,0,3,14,0
3142,17,0,3,14,0
3143,17,0,3,14,0
3144,17,0,3,14,0
3145,17,0,3,14,0
3146,17,0,3,14,0
3147,17,0,3,14,0
3148,17,0,3,14,0
3149,17,0,3,14,0
3150,17,0,3,14,0
3151,17,0,3,14,0
3152,17,0,3,14,0
3153,17,0,3,14,0
3154,17,0,3,14,0
3155,17,0,3,14,0
3156,17,0,3,14,0
3157,17,0,3,14,0
3158,17,0,3,14,0
3159,17,0,3,14,0
3160,18,0,4,14,0
3161,18,0,4,14,0
3162,18,0,4,14,0
3163,18,0,4,14,0
3164,18,0,4,14,0
3165,18,0,4,14,0
3166,18,0,4,14,0
3167,18,0,4,14,0
3168,18,0,4,14,0
3169,18,0,4,14,0
3170,18,0,4,14,0
3171,18,0,4,14,0
3172,18,0,4,14,0
3173,18,0,4,14,0
3174,18,0,4,14,0
3175,18,0,4,14,0
3176,18,0,4,14,0
3177,18,0,4,14,0
3178,18,0,4,14,0
3179,18,0,4,14,0
3180,18,0,4,14,0
3181,18,0,4,14,0
3182,18,0,4,14,0
3183,18,0,4,14,0
3184,18,0,4,14,0
3185,18,0,4,14,0
3186,18,0,4,14,0
3187,18,0,4,14,0
3188,18,0,4,14,0
3189,18,0,4,14,0
3190,18,0,4,14,0
3191,18,0,4,14,0
3192,18,0,4,14,0
3193,18,0,4,14,0
3194,18,0,4,14,0
3195,18,0,4,14,0
3196,18,0,4,14,0
3197,18,0,4,14,0
3198,18,0,4,14,0
3199,18,0,4,14,0
3200,18,0,4,14,0
3201,18,0,4,14,0
3202,18,0,4,14,0
3203,18,0,4,14,0
3204,18,0,4,14,0
3205,18,0,4,14,0
3206,18,0,4,14,0
3207,18,0,4,14,0
3208,18,0,4,14,0
3209,18,0,4,14,0
3210,18,0,4,14,0
3211,18,0,4,14,0
3212,18,0,4,14,0
3213,18,0,4,14,0
3214,18,0,3,15,0
3215,18,0,3,15,0
3216,18,0,3,15,0
3217,18,0,3,15,0
3218,18,0,3,15,0
3219,18,0,3,15,0
3220,18,0,3,15,0
3221,18,0,3,15,0
3222,18,0,3,15,0
3223,18,0,3,15,0
3224,18,0,3,15,0
3225,18,0,3,15,0
3226,18,0,3,15,0
3227,18,0,3,15,0
3228,18,0,3,15,0
3229,18,0,3,15,0
3230,18,0,3,15,0
3231,18,0,3,15,0
3232,18,0,3,15,0
3233,18,0,3,15,0
3234,18,0,3,15,0
3235,18,0,3,15,0
3236,18,0,3,15,0
3237,18,0,3,15,0
3238,18,0,3,15,0
3239,18,0,3,15,0
3240,18,0,3,15,0
3241,18,0,3,15,0
3242,18,0,3,15,0
3243,18,0,3,15,0
3244,18,0,3,15,0
3245,18,0,3,15,0
3246,18,0,3,15,0
3247,18,0,3,15,0
3248,18,0,3,15,0
3249,18,0,3,15,0
3250,18,0,3,15,0
3251,18,0,3,15,0
3252,18,0,3,15,0
3253,18,0,3,15,0
3254,18,0,3,15,0
3255,18,0,3,15,0
3256,18,0,3,15,0
3257,18,0,3,15,0
3258,18,0,3,15,0
3259,18,0,3,15,0
3260,18,0,3,15,0
3261,18,0,3,15,0
3262,18,0,3,15,0
3263,18,0,3,15,0
3264,18,0,3,15,0
3265,18,0,3,15,0
3266,18,0,3,15,0
3267,18,0,3,15,0
3268,18,0,3,15,0
3269,18,0,3,15,0
3270,18,0,3,15,0
3271,18,0,3,15,0
3272,18,0,3,15,0
3273,18,0,3,15,0
3274,18,0,3,15,0
3275,18,0,3,15,0
3276,18,0,3,15,0
3277,18,0,3,15,0
3278,18,0,3,15,0
3279,18,0,3,15,0
3280,18,0,3,15,0
3281,18,0,3,15,0
3282,18,0,3,15,0
3283,18,0,3,15,0
3284,18,0,3,15,0
3285,18,0,3,15,0
3286,18,0,3,15,0
3287,18,0,3,15,0
3288,18,0,3,15,0
3289,18,0,3,15,0
3290,18,0,3,15,0
3291,18,0,3,15,0
3292,18,0,3,15,0
3293,18,0,3,15,0
3294,18,0,3,15,0
3295,18,0,3,15,0
3296,18,0,3,15,0
3297,18,0,3,15,0
3298,18,0,3,15,0
3299,18,0,3,15,0
3300,18,0,3,15,0
3301,18,0,3,15,0
3302,18,0,3,15,0
3303,18,0,3,15,0
3304,18,0,3,15,0
3305,18,0,3,15,0
3306,18,0,3,15,0
3307,18,0,3,15,0
3308,18,0,3,15,0
3309,18,0,3,15,0
3310,18,0,3,15,0
3311,18,0,3,15,0
3312,18,0,3,15,0
3313,18,0,3,15,0
3314,18,0,3,15,0
3315,18,0,3,15,0
3316,18,0,3,15,0
3317,18,0,3,15,0
3318,18,0,3,15,0
3319,18,0,3,15,0
3320,18,0,3,15,0
3321,18,0,3,15,0
3322,18,0,3,15,0
3323,18,0,3,15,0
3324,18,0,3,15,0
3325,18,0,3,15,0
3326,18,0,3,15,0
3327,18,0,3,15,0
3328,18,0,3,15,0
3329,18,0,3,15,0
3330,18,0,3,15,0
3331,18,0,3,15,0
3332,18,0,3,15,0
3333,18,0,3,15,0
3334,18,0,3,15,0
3335,18,0,3,15,0
3336,18,0,3,15,0
3337,18,0,3,15,0
3338,18,0,3,15,0
3339,18,0,3,15,0
3340,18,0,3,15,0
3341,18,0,3,15,0
3342,18,0,3,15,0
3343,18,0,3,15,0
3344,18,0,3,15,0
3345,18,0,3,15,0
3346,18,0,3,15,0
3347,18,0,3,15,0
3348,18,0,3,15,0
3349,18,0,3,15,0
3350,18,0,3,15,0
3351,18,0,3,15,0
3352,18,0,3,15,0
3353,18,0,3,15,0
3354,18,0,3,15,0
3355,18,0,3,15,0
3356,18,0,3,15,0
3357,18,0,3,15,0
3358,18,0,3,15,0
3359,18,0,3,15,0
3360,18,0,3,15,0
3361,18,0,3,15,0
3362,18,0,3,15,0
3363,18,0,3,15,0
3364,18,0,3,15,0
3365,18,0,3,15,0
3366,18,0,3,15,0
3367,18,0,3,15,0
3368,18,0,3,15,0
3369,18,0,3,15,0
3370,18,0,3,15,0
3371,18,0,3,15,0
3372,18,0,3,15,0
3373,18,0,3,15,0
3374,18,0,3,15,0
3375,18,0,3,15,0
3376,18,0,3,15,0
3377,18,0,3,15,0
3378,18,0,3,15,0
3379,18,0,3,15,0
3380,18,0,3,15,0
3381,18,0,3,15,0
3382,18,0,3,15,0
3383,18,0,3,15,0
3384,18,0,3,15,0
3385,18,0,3,15,0
3386,18,0,3,15,0
3387,18,0,3,15,0
3388,18,0,3,15,0
3389,18,0,3,15,0
3390,18,0,3,15,0
3391,18,0,3,15,0
3392,18,0,3,15,0
3393,18,0,3,15,0
3394,18,0,3,15,0
3395,18,0,3,15,0
3396,18,0,3,15,0
3397,18,0,3,15,0
3398,18,0,3,15,0
3399,18,0,3,15,0
3400,18,0,3,15,0
3401,18,0,3,15,0
3402,18,0,3,15,0
3403,18,0,3,15,0
3404,18,0,3,15,0
3405,18,0,3,15,0
3406,18,0,3,15,0
3407,18,0,3,15,0
3408,18,0,3,15,0
3409,18,0,3,15,0
3410,18,0,3,15,0
3411,18,0,3,15,0
3412,18,0,3,15,0
3413,18,0,3,15,0
3414,18,0,3,15,0
3415,18,0,3,15,0
3416,18,0,3,15,0
3417,18,0,3,15,0
3418,18,0,3,15,0
3419,18,0,3,15,0
3420,18,0,3,15,0
3421,18,0,3,15,0
3422,18,0,3,15,0
3423,18,0,3,15,0
3424,18,0,3,15,0
3425,18,0,3,15,0
3426,18,0,3,15,0
3427,18,0,3,15,0
3428,18,0,3,15,0
3429,18,0,3,15,0
3430,18,0,3,15,0
3431,18,0,3,15,0
3432,18,0,3,15,0
3433,18,0,3,15,0
3434,18,0,3,15,0
3435,18,0,3,15,0
3436,18,0,3,15,0
3437,18,0,3,15,0
3438,18,0,3,15,0
3439,19,0,4,15,0
3440,19,0,4,15,0
3441,19,0,4,15,0
3442,19,0,4,15,0
3443,19,0,4,15,0
3444,19,0,4,15,0
3445,19,0,4,15,0
3446,19,0,4,15,0
3447,19,0,4,15,0
3448,20,0,5,15,0
3449,20,0,5,15,0
3450,20,0,5,15,0
3451,20,0,5,15,0
3452,20,0,5,15,0
3453,20,0,5,15,0
3454,20,0,5,15,0
3455,20,0,5,15,0
3456,20,0,5,15,0
3457,20,0,5,15,0
3458,20,0,5,15,0
3459,20,0,5,15,0
3460,20,0,5,15,0
3461,20,0,5,15,0
3462,20,0,5,15,0
3463,20,0,5,15,0
3464,20,0,4,16,0
3465,20,0,4,16,0
3466,20,0,4,16,0
3467,20,0,4,16,0
3468,20,0,4,16,0
3469,20,0,4,16,0
3470,20,0,4,16,0
3471,20,0,4,16,0
3472,20,0,4,16,0
3473,20,0,4,16,0
3474,20,0,4,16,0
3475,20,0,4,16,0
3476,20,0,4,16,0
3477,20,0,4,16,0
3478,20,0,4,16,0
3479,20,0,4,16,0
3480,20,0,4,16,0
3481,20,0,4,16,0
3482,20,0,4,16,0
3483,20,0,4,16,0
3484,20,0,4,16,0
3485,20,0,4,16,0
3486,20,0,4,16,0
3487,20,0,4,16,0
3488,20,0,4,16,0
3489,20,0,4,16,0
3490,20,0,4,16,0
3491,20,0,4,16,0
3492,20,0,4,16,0
3493,20,0,4,16,0
3494,20,0,4,16,0
3495,20,0,4,16,0
3496,21,0,5,16,0
3497,21,0,5,16,0
3498,21,0,5,16,0
3499,21,0,5,16,0
3500,21,0,5,16,0
3501,21,0,5,16,0
3502,21,0,5,16,0
3503,21,0,5,16,0
3504,21,0,5,16,0
3505,21,0,5,16,0
3506,21,0,5,16,0
3507,21,0,5,16,0
3508,21,0,5,16,0
3509,21,0,5,16,0
3510,21,0,5,16,0
3511,21,0,5,16,0
3512,21,0,5,16,0
3513,21,0,5,16,0
3514,21,0,5,16,0
3515,21,0,5,16,0
3516,21,0,5,16,0
3517,21,0,5,16,0
3518,21,0,5,16,0
3519,21,0,5,16,0
3520,21,0,5,16,0
3521,21,0,5,16,0
3522,21,0,5,16,0
3523,21,0,5,16,0
3524,21,0,5,16,0
3525,21,0,5,16,0
3526,21,0,5,16,0
3527,21,0,5,16,0
3528,21,0,4,17,0
3529,21,0,4,17,0
3530,21,0,4,17,0
3531,21,0,4,17,0
3532,21,0,4,17,0
3533,21,0,4,17,0
3534,21,0,4,17,0
3535,21,0,4,17,0
3536,21,0,4,17,0
3537,21,0,4,17,0
3538,21,0,4,17,0
3539,21,0,4,17,0
3540,21,0,4,17,0
3541,21,0,4,17,0
3542,21,0,4,17,0
3543,21,0,4,17,0
3544,21,0,4,17,0
3545,21,0,4,17,0
3546,21,0,4,17,0
3547,21,0,4,17,0
3548,21,0,4,17,0
3549,21,0,4,17,0
3550,21,0,4,17,0
3551,21,0,4,17,0
3552,21,0,4,17,0
3553,21,0,4,17,0
3554,21,0,4,17,0
3555,21,0,4,17,0
3556,21,0,4,17,0
3557,21,0,4,17,0
3558,21,0,4,17,0
3559,21,0,4,17,0
3560,21,0,4,17,0
3561,21,0,4,17,0
3562,21,0,4,17,0
3563,21,0,4,17,0
3564,21,0,4,17,0
3565,21,0,4,17,0
3566,21,0,4,17,0
3567,21,0,4,17,0
3568,21,0,4,17,0
3569,21,0,4,17,0
3570,21,0,4,17,0
3571,21,0,4,17,0
3572,21,0,4,17,0
3573,21,0,4,17,0
3574,21,0,4,17,0
3575,21,0,4,17,0
3576,21,0,4,17,0
3577,21,0,4,17,0
3578,21,0,4,17,0
3579,21,0,4,17,0
3580,21,0,4,17,0
3581,21,0,4,17,0
3582,21,0,4,17,0
3583,21,0,4,17,0
3584,21,0,4,17,0
3585,21,0,4,17,0
3586,21,0,4,17,0
3587,21,0,4,17,0
3588,21,0,3,18,0
3589,21,0,3,18,0
3590,21,0,3,18,0
3591,21,0,3,18,0
3592,21,0,3,18,0
3593,21,0,3,18,0
3594,21,0,3,18,0
3595,21,0,3,18,0
3596,21,0,3,18,0
3597,21,0,3,18,0
3598,21,0,3,18,0
3599,21,0,3,18,0
3600,21,0,3,18,0
3601,21,0,3,18,0
3602,21,0,3,18,0
3603,21,0,3,18,0
3604,21,0,3,18,0
3605,21,0,3,18,0
3606,21,0,3,18,0
3607,21,0,3,18,0
3608,21,0,3,18,0
3609,21,0,3,18,0
3610,21,0,3,18,0
3611,21,0,3,18,0
3612,21,0,3,18,0
3613,21,0,3,18,0
3614,21,0,3,18,0
3615,21,0,3,18,0
3616,21,0,3,18,0
3617,21,0,3,18,0
3618,21,0,3,18,0
3619,21,0,3,18,0
3620,21,0,3,18,0
3621,21,0,3,18,0
3622,21,0,3,18,0
3623,21,0,3,18,0
3624,21,0,3,18,0
3625,21,0,3,18,0
3626,21,0,3,18,0
3627,21,0,3,18,0
3628,21,0,3,18,0
3629,21,0,3,18,0
3630,21,0,3,18,0
3631,21,0,3,18,0
3632,21,0,3,18,0
3633,21,0,3,18,0
3634,21,0,3,18,0
3635,21,0,3,18,0
3636,21,0,3,18,0
3637,21,0,3,18,0
3638,21,0,3,18,0
3639,21,0,3,18,0
3640,21,0,3,18,0
3641,21,0,3,18,0
3642,21,0,3,18,0
3643,21,0,3,18,0
3644,21,0,3,18,0
3645,21,0,3,18,0
3646,21,0,3,18,0
3647,21,0,3,18,0
3648,21,0,3,18,0
3649,21,0,3,18,0
3650,21,0,3,18,0
3651,21,0,3,18,0
3652,21,0,3,18,0
3653,21,0,3,18,0
3654,21,0,3,18,0
3655,21,0,3,18,0
3656,21,0,3,18,0
3657,21,0,3,18,0
3658,21,0,3,18,0
3659,21,0,3,18,0
3660,21,0,3,18,0
3661,21,0,3,18,0
3662,21,0,3,18,0
3663,21,0,3,18,0
3664,21,0,3,18,0
3665,21,0,3,18,0
3666,21,0,3,18,0
3667,21,0,3,18,0
3668,21,0,3,18,0
3669,21,0,3,18,0
3670,21,0,3,18,0
3671,21,0,3,18,0
3672,21,0,3,18,0
3673,21,0,3,18,0
3674,21,0,3,18,0
3675,21,0,3,18,0
3676,21,0,3,18,0
3677,21,0,3,18,0
3678,21,0,3,18,0
3679,21,0,3,18,0
3680,21,0,3,18,0
3681,21,0,3,18,0
3682,21,0,3,18,0
3683,21,0,3,18,0
3684,21,0,3,18,0
3685,21,0,3,18,0
3686,21,0,3,18,0
3687,21,0,3,18,0
3688,21,0,3,18,0
3689,22,0,4,18,0
3690,22,0,4,18,0
3691,22,0,4,18,0
3692,22,0,4,18,0
3693,22,0,4,18,0
3694,22,0,4,18,0
3695,22,0,4,18,0
3696,22,0,4,18,0
3697,22,0,4,18,0
3698,22,0,4,18,0
3699,22,0,4,18,0
3700,22,0,4,18,0
3701,22,0,4,18,0
3702,22,0,4,18,0
3703,22,0,4,18,0
3704,22,0,4,18,0
3705,22,0,4,18,0
3706,22,0,4,18,0
3707,22,0,4,18,0
3708,22,0,4,18,0
3709,22,0,4,18,0
3710,22,0,4,18,0
3711,22,0,4,18,0
3712,22,0,4,18,0
3713,22,0,4,18,0
3714,22,0,4,18,0
3715,22,0,4,18,0
3716,22,0,4,18,0
3717,22,0,4,18,0
3718,22,0,4,18,0
3719,22,0,4,18,0
3720,22,0,4,18,0
3721,22,0,4,18,0
3722,22,0,4,18,0
3723,22,0,4,18,0
3724,22,0,4,18,0
3725,22,0,4,18,0
3726,22,0,4,18,0
3727,22,0,3,19,0
3728,22,0,3,19,0
3729,22,0,3,19,0
3730,22,0,3,19,0
3731,22,0,3,19,0
3732,22,0,3,19,0
3733,22,0,3,19,0
3734,22,0,3,19,0
3735,22,0,3,19,0
3736,22,0,3,19,0
3737,22,0,3,19,0
3738,22,0,3,19,0
3739,22,0,3,19,0
3740,22,0,3,19,0
3741,22,0,3,19,0
3742,22,0,3,19,0
3743,22,0,3,19,0
3744,22,0,3,19,0
3745,22,0,3,19,0
3746,22,0,3,19,0
3747,22,0,3,19,0
3748,22,0,3,19,0
3749,22,0,3,19,0
3750,22,0,3,19,0
3751,22,0,3,19,0
3752,22,0,3,19,0
3753,22,0,3,19,0
3754,22,0,3,19,0
3755,22,0,3,19,0
3756,22,0,3,19,0
3757,22,0,3,19,0
3758,22,0,3,19,0
3759,22,0,3,19,0
3760,22,0,3,19,0
3761,22,0,3,19,0
3762,22,0,3,19,0
3763,22,0,3,19,0
3764,22,0,3,19,0
3765,22,0,3,19,0
3766,22,0,3,19,0
3767,22,0,3,19,0
3768,22,0,3,19,0
3769,22,0,3,19,0
3770,22,0,3,19,0
3771,22,0,3,19,0
3772,22,0,3,19,0
3773,22,0,3,19,0
3774,22,0,3,19,0
3775,22,0,3,19,0
3776,22,0,3,19,0
3777,22,0,3,19,0
3778,22,0,3,19,0
3779,22,0,3,19,0
3780,22,0,3,19,0
3781,22,0,3,19,0
3782,22,0,3,19,0
3783,22,0,3,19,0
3784,22,0,3,19,0
3785,22,0,3,19,0
3786,22,0,3,19,0
3787,22,0,3,19,0
3788,22,0,3,19,0
3789,22,0,3,19,0
3790,22,0,3,19,0
3791,22,0,3,19,0
3792,22,0,3,19,0
3793,22,0,3,19,0
3794,22,0,3,19,0
3795,22,0,3,19,0
3796,22,0,3,19,0
3797,22,0,3,19,0
3798,22,0,3,19,0
3799,22,0,3,19,0
3800,22,0,3,19,0
3801,22,0,3,19,0
3802,22,0,3,19,0
3803,22,0,3,19,0
3804,22,0,3,19,0
3805,22,0,3,19,0
3806,22,0,3,19,0
3807,22,0,3,19,0
3808,22,0,3,19,0
3809,22,0,3,19,0
3810,22,0,3,19,0
3811,22,0,3,19,0
3812,22,0,3,19,0
3813,22,0,3,19,0
3814,22,0,3,19,0
3815,22,0,3,19,0
3816,22,0,3,19,0
3817,22,0,3,19,0
3818,22,0,3,19,0
3819,22,0,3,19,0
3820,22,0,3,19,0
3821,22,0,3,19,0
3822,22,0,3,19,0
3823,22,0,3,19,0
3824,22,0,3,19,0
3825,22,0,3,19,0
3826,22,0,3,19,0
3827,22,0,3,19,0
3828,22,0,3,19,0
3829,22,0,3,19,0
3830,22,0,3,19,0
3831,22,0,3,19,0
3832,22,0,3,19,0
3833,22,0,3,19,0
3834,22,0,3,19,0
3835,22,0,3,19,0
3836,22,0,3,19,0
3837,22,0,3,19,0
3838,22,0,3,19,0
3839,22,0,3,19,0
3840,22,0,3,19,0
3841,22,0,3,19,0
3842,22,0,3,19,0
3843,22,0,3,19,0
3844,22,0,3,19,0
3845,22,0,3,19,0
3846,22,0,3,19,0
3847,22,0,3,19,0
3848,23,0,4,19,0
3849,23,0,4,19,0
3850,23,0,4,19,0
3851,23,0,4,19,0
3852,23,0,4,19,0
3853,23,0,4,19,0
3854,23,0,4,19,0
3855,23,0,4,19,0
3856,23,0,4,19,0
3857,23,0,4,19,0
3858,23,0,4,19,0
3859,23,0,4,19,0
3860,23,0,4,19,0
3861,23,0,4,19,0
3862,23,0,4,19,0
3863,23,0,4,19,0
3864,23,0,4,19,0
3865,23,0,4,19,0
3866,23,0,4,19,0
3867,23,0,4,19,0
3868,23,0,4,19,0
3869,23,0,4,19,0
3870,23,0,4,19,0
3871,23,0,4,19,0
3872,23,0,4,19,0
3873,23,0,4,19,0
3874,23,0,4,19,0
3875,23,0,4,19,0
3876,23,0,4,19,0
3877,23,0,4,19,0
3878,23,0,4,19,0
3879,23,0,4,19,0
3880,23,0,4,19,0
3881,23,0,4,19,0
3882,23,0,4,19,0
3883,23,0,4,19,0
3884,23,0,4,19,0
3885,23,0,4,19,0
3886,23,0,4,19,0
3887,23,0,4,19,0
3888,23,0,4,19,0
3889,23,0,4,19,0
3890,23,0,4,19,0
3891,23,0,4,19,0
3892,23,0,4,19,0
3893,23,0,4,19,0
3894,23,0,4,19,0
3895,23,0,4,19,0
3896,23,0,4,19,0
3897,23,0,4,19,0
3898,23,0,4,19,0
3899,23,0,4,19,0
3900,23,0,4,19,0
3901,23,0,4,19,0
3902,23,0,4,19,0
3903,23,0,4,19,0
3904,23,0,4,19,0
3905,23,0,4,19,0
3906,23,0,4,19,0
3907,23,0,4,19,0
3908,23,0,4,19,0
3909,23,0,4,19,0
3910,23,0,4,19,0
3911,23,0,4,19,0
3912,23,0,4,19,0
3913,23,0,4,19,0
3914,23,0,4,19,0
3915,23,0,4,19,0
3916,23,0,4,19,0
3917,23,0,4,19,0
3918,23,0,4,19,0
3919,23,0,4,19,0
3920,23,0,4,19,0
3921,23,0,4,19,0
3922,23,0,4,19,0
3923,23,0,4,19,0
3924,23,0,4,19,0
3925,23,0,4,19,0
3926,23,0,4,19,0
3927,23,0,4,19,0
3928,23,0,4,19,0
3929,23,0,4,19,0
3930,23,0,4,19,0
3931,23,0,4,19,0
3932,23,0,3,20,0
3933,23,0,3,20,0
3934,23,0,3,20,0
3935,23,0,3,20,0
3936,23,0,3,20,0
3937,23,0,3,20,0
3938,23,0,3,20,0
3939,24,0,4,20,0
3940,24,0,4,20,0
3941,24,0,4,20,0
3942,24,0,4,20,0
3943,24,0,4,20,0
3944,24,0,4,20,0
3945,24,0,4,20,0
3946,24,0,4,20,0
3947,24,0,4,20,0
3948,24,0,4,20,0
3949,24,0,4,20,0
3950,24,0,4,20,0
3951,24,0,4,20,0
3952,24,0,4,20,0
3953,24,0,4,20,0
3954,24,0,4,20,0
3955,24,0,4,20,0
3956,24,0,4,20,0
3957,24,0,4,20,0
3958,24,0,4,20,0
3959,24,0,4,20,0
